SKU Prefix,Crop,Common Name,Variety,Description Line 1,Description Line 2,Description Line 3,Group,BACK 1,BACK 2,BACK 3,BACK 4,BACK 5,BACK 6,BACK 7,Days,Species,Radicchio Type
SMA-RS,RADICCHIO,,Rosato,(Rosa di Veneto type) Beautiful pink heading ,variety for winter harvests. Very cold hardy.,,Greens,Sow: last two weeks of June,Transplant mid July,Planting Depth: ¼”,Days to Germinate: 5-12 @ Soil Temp: 55-80F,Spacing after Thinning: 8-12”,Light: part to full sun,Develops pink color very late. Harvest Dec/Jan.,120-130 Days,Cichorium intybus,Rosa di Veneto
SMA-MT,ESCAROLE,,Matilde,(C. endive) Market quality heads adapted to,long-day cycle for flexibility of planting dates.,,Greens,Sow: mid June-early August,Transplant or direct seed,Planting Depth: ¼”,Days to Germinate: 5-12 @ Soil Temp:55-80F,Spacing after Thinning: 12”,Light: part to full sun,Notes: Culture similar to lettuce. Best as fall crop.,60 Days,Cichorium endivia,
SMA-MB,RADICCHIO,,Mirabella,(Variegato di Castelfranco type) Conical heads  ,"of burgundy flecked, blanched golden leaves.",,Greens,Sow: last two weeks of June,Transplant mid July,Planting Depth: ¼”,Days to Germinate: 5-12 @ Soil Temp: 55-80F,Spacing after Thinning: 8-12”,Light: part to full sun,Notes: Heads traditionally “opened” for market.,65 Days,Cichorium intybus,Variegato di Castelfranco
SMA-PA,RADICCHIO,,Pacifico,(Rosso di Treviso Precoce type) Tall ,burgundy heads with fat white midribs. ,,Greens,Sow: last two weeks of June,Transplant mid July,Planting Depth: ¼”,Days to Germinate: 5-12 @ Soil Temp: 55-80F,Spacing after Thinning: 8-12”,Light: part to full sun,Notes: Medium fertility.,110 Days,Cichorium intybus,Rosso di Treviso Precoce
SMA-PN,RADICCHIO,,Palla di Neve,(Bianco di Chioggia type) Chioggia type heads ,w/green exterior & buttery blanched interior.,,Greens,Sow: last two weeks of June,Transplant mid July,Planting Depth: ¼”,Days to Germinate: 5-12 @ Soil Temp: 55-80F,Spacing after Thinning: 8-12”,Light: part to full sun,Notes: Medium fertility.,90 Days,Cichorium intybus,Bianco di Chioggia
SMA-PQ,RADICCHIO,,Pasqualino,(Rosso di Verona type) Small egg-shaped,burgundy heads with white midribs.,,Greens,Sow: last two weeks of June,Transplant mid July,Planting Depth: ¼”,Days to Germinate: 5-12 @ Soil Temp: 55-80F,Spacing after Thinning: 8-12”,Light: part to full sun,Notes: Medium fertility.,60-65 Days,Cichorium intybus,Rosso di Verona
SMA-RR,RADICCHIO,,Regina Rossa,(Rosso di Treviso Precoce type) Tall burgundy ,heads with fat white midribs. ,,Greens,Sow: last two weeks of June,Transplant mid July,Planting Depth: ¼”,Days to Germinate: 5-12 @ Soil Temp: 55-80F,Spacing after Thinning: 8-12”,Light: part to full sun,Notes: Medium fertility.,90 Days,Cichorium intybus,Rosso di Treviso Precoce
SMA-RM,RADICCHIO,,Romeo,(Rosso di Verona type) Small egg-shaped,burgundy heads with white midribs.,,Greens,Sow: last two weeks of June,Transplant mid July,Planting Depth: ¼”,Days to Germinate: 5-12 @ Soil Temp: 55-80F,Spacing after Thinning: 8-12”,Light: part to full sun,Notes: Medium fertility.,85 Days,Cichorium intybus,Rosso di Verona
SMA-SH,RADICCHIO,,Santa Helena,(Rosso di Chioggia type) Classic round  ,burgundy heads with diffuse white ribbing.,,Greens,Sow: last two weeks of June,Transplant mid July,Planting Depth: ¼”,Days to Germinate: 5-12 @ Soil Temp: 55-80F,Spacing after Thinning: 8-12”,Light: part to full sun,Notes: Medium fertility.,110 Days,Cichorium intybus,Rosso di Chioggia
SMA-VE,RADICCHIO,,Vesuvio,(Rosso di Chioggia type) Classic round ,burgundy heads with diffuse white ribbing.,,Greens,Sow: last two weeks of June,Transplant mid July,Planting Depth: ¼”,Days to Germinate: 5-12 @ Soil Temp: 55-80F,Spacing after Thinning: 8-12”,Light: part to full sun,Notes: Medium fertility.,55-60 Days,Cichorium intybus,Rosso di Chioggia
KAL-RR,KALE,,Red Russian,"Very tender, purple veined, oak leaved kale. ",Tasty baby & adult leaves sweeten after frost.,,Brassicas,Sow: 4-6 wks before last frost date,Transplant out 2-4 wks before last frost ,Planting Depth: ¼-½”,Days to Germinate: 5-14 @ Soil Temp: 55-75F,Spacing after Thinning: 12-18”,Light: full to partial sun,"Notes: Hardy Biennial, gets sweeter after frost.",55 Days,Brassica oleracea var. viridis,
HER-CM,MULLEIN,COMMON MULLEIN,Common Mullein,*Medicinal* Beautiful wooly rosettes ,of soft silver/green leaves w/6+’ spikes ,of 2nd year yellow flowers.,Herb,Sow: 4-8 weeks before last frost,Transplant out after danger of frost,Sowing depth: cover seed lightly,Days to germinate: 7-20 @ Soil Temp: 65-75F,Spacing after thinning: 12-18”,Light: full to partial sun,Notes: perennial blooms second year,Biennial,Verbascum sp.,
SMA-VG,RADICCHIO,,Voglia,(Goriziana type) Forcing variety producing,beautiful rose-shaped winter rosettes. ,,Greens,Sow: first two weeks of July,Transplant early August,Planting Depth: ¼”,Days to Germinate: 5-12 @ Soil Temp: 55-80F,Spacing after Thinning: 8”,Light: part to full sun,Notes: Medium fertility.,120 Days,Cichorium intybus,Goriziana
SMA-AC,RADICCHIO,,Acquerello,"(Variegato di Chioggia type) Late maturing, ",speckled round heads for winter harvest.,,Greens,Sow: first week of July,Transplant first week of August,Planting Depth: ¼”,Days to Germinate: 5-12 @ Soil Temp: 55-80F,Spacing after Thinning: 8-12”,Light: part to full sun,Notes: Medium fertility.,120+ Days,Cichorium intybus,Variegato di Chioggia
SMA-CA,CURLY ENDIVE,,Capriccio,"Excellent, large and uniform heads. ",Blanch for delicious golden hearts. ,,Greens,Sow: mid June through late July,Tranplant 3-4 week-old seedlings,Planting Depth: ¼”,Days to Germinate: 5-12 @ Soil Temp: 55-80F,Spacing after Thinning: 8-12”,Light: part to full sun,Notes: Medium fertility.,70 Days,Cichorium endivia,
SMA-SG,RADICCHIO,,Sorgente,(Variegato di Lusia type) Extra-early speckled,heads for fall harvests. Flexible sowing dates.,,Greens,Sow: mid-June through mid-July,Tranplant 3-4 week-old seedlings,Planting Depth: ¼”,Days to Germinate: 5-12 @ Soil Temp: 55-80F,Spacing after Thinning: 8-12”,Light: part to full sun,Notes: Medium fertility.,60 Days,Cichorium intybus,Variegato di Lusia
GRE-WA,"GREENS, ARUGULA",ARUGULA,Wasabi,Arugula species that remarkably mimics,flavor and sensation of prepared wasabi.,,Greens,Sow: every 3 wks from mid spring,Direct seed,Planting Depth: ¼”,Days to Germinate: 3-10 @ Soil Temp: 45-70F,Spacing after Thinning: 3-5”,Light: full to partial sun,Notes: quick to bolt in heat,45 Days,Diplotaxis erucoides,
LUP-DT,SWEET LUPINE,,Dieta,(L. albus) Variety bred in the UK for human,consumption. High protein pulse.,,Bean & Pulse,Sow: Mid spring,Direct seed or transplant (can presoak overnight),"Planting Depth: 1""",Days to Germinate: 7-14 @ Soil Temp: 60-70,Spacing after Thinning: 12-16”,Light: full sun,Notes: Harvest when pods are dry.,120 Days ,Lupinus albus,
POP-LP,POPPY,PEONY POPPY,Lilac Pompom,"Big dramatic pom-pom blooms of deeply cut,",pale lavender petals. Floral super-nova!,,Flower,Sow: late fall or early spring,Direct seeding recommended ,Planting Depth: ⅛”,Days to Germ: 10-25 @ Soil Temp: 50-70F,Spacing after Thinning: 8-10”,Light: full to part sun,"Notes: wait, smile, feel joy",80-90 Days,Papaver somniferum,
TGC-QM,TOMATILLO,,Queen of Malinalco,"Elongated, tapered golden fruits with",sweeter more tropical flavors. Unique!,,Misc,Sow: 6-8 weeks before last frost,Transplant out 6-8 wk old plants,Planting Depth: ¼”,Days to Germinate: 10-14 @ Soil Temp: 75-85F,Spacing after Thinning: 18-24”,Light: full sun   Notes: culture like tomatoes,Harvest when fruit pulls off the plant easily,70-80 Days,Physalis philadelphica,
PEP-LY,"PEPPER, SWEET",SWEET PEPPER,Lesya,"Ukrainian variety. Thick-walled, heart shaped,",very sweet fruit ripen from green to red.,,Eggplant & Pepper,"Sow: indoors, 5-8 weeks before last frost date",Transplant: after danger of frost (PM temps +45F),Planting Depth: ¼” ,Days to Germinate: 10-14 @ Soil Temp: 70-85F,Spacing: 1.5’,Light: full sun      Fertility: moderate,Notes: protect well from cold nights,90 Days,Capsicum spp.,
PEP-BM,"PEPPER, HOT",HOT PEPPER,Buena Mulata,Tall prolific cayenne type pepper that ripens,"from purple to yellow, orange, and then red.",,Eggplant & Pepper,"Sow: indoors, 5-8 weeks before last frost date",Transplant: after danger of frost (PM temps +45F),Planting Depth: ¼” ,Days to Germinate: 10-14 @ Soil Temp: 70-85F,Spacing: 1.5’,Light: full sun      Fertility: moderate,Notes: protect well from cold nights,100 Days,Capsicum spp.,
PEP-TU,"PEPPER, SWEET",SWEET PEPPER,Tatlı Üçburun,Turkish stuffing pepper. Extremely prolific.,Thin walled fruits ripen from green to deep red.,,Eggplant & Pepper,"Sow: indoors, 5-8 weeks before last frost date",Transplant: after danger of frost (PM temps +45F),Planting Depth: ¼” ,Days to Germinate: 10-14 @ Soil Temp: 70-85F,Spacing: 1.5’,Light: full sun      Fertility: moderate,Notes: protect well from cold nights,80-90 Days,Capsicum spp.,
TOM-PG,TOMATO,WINTER TOMATO,Piennolo Giallo,Yellow version of the famous storage tomato,from the Napoli area. Small wth pointed tips.,,Tomato,Sow: 4-7 weeks before last frost,Transplant after danger of frost (PM Temp >45F),Planting Depth:  ¼”   Light: full sun,Days to Germinate: 10-14 @ Soil Temp: 70-85F,Spacing after Thinning: 1.5-3’,"Notes: For winter storage, harvest whole trusses",before fruits are fully ripe & hang in bundles,80-85 Days,Solanum lycopersicum,
TOM-PR,TOMATO,WINTER TOMATO,Piennolo Rosso,Famous red storage tomato from the Napoli,area. Small oval fruits with pointed tips.,,Tomato,Sow: 4-7 weeks before last frost,Transplant after danger of frost (PM Temp >45F),Planting Depth:  ¼”   Light: full sun,Days to Germinate: 10-14 @ Soil Temp: 70-85F,Spacing after Thinning: 1.5-3’,"Notes: For winter storage, harvest whole trusses",before fruits are fully ripe & hang in bundles,80-85 Days,Solanum lycopersicum,
ZIN-QP,ZINNIA,,Queen Lemon Peach,Creamy to peachy blooms with soft magenta,centers. Mostly doubled and semi-doubled.,,Flower,Sow: 4 weeks before last frost,Transplant after danger of frost,Planting Depth: ¼”,Days to Germinate: 3-7 @ Soil Temp: 80-85F,Spacing after Thinning: 9-12”,Light: full sun/part shade,Deadhead to keep productive. Gentle w/roots!! ,75-85 Days,Zinnia elegans,
SWP-WF,SWEET PEA,,White Frills,Spencer type with pure white blooms and ,slightly ruffled petals. Wonderful scent.,,Flower,Sow: early spring,Sow: indoors in flats or direct seed,Planting Depth: 1”,Days to Germinate: 10-15 @ Soil Temp: 50-70F,Spacing after Thinning: 3-6”,Light: full sun to part Shade,Notes: Nick seed coat prior to sowing.,80 Days,Lathyrus odoratus,
BEA-SB,"BEAN, POLE DRY",POLE DRY BEAN,San Bernardo Blue,Stunning & productive variety from northern,Italy. Slate blue-grey to rich cobalt colored seed.,,Bean & Pulse,Sow: after last frost date when soil has warmed,Direct seed,Planting Depth: 1”,Days to Germinate: 5-10 @ Soil Temp: 60-90F,Spacing after Thinning: 2-3”,Light: full to partial sun,Notes: let pods dry on plant before harvest,110 Days,Phaseolus vulgaris,
SMA-LA,KALE,,Lapo (Nero di Toscana),A refined 'Nero di Toscana' (Lacinato) type,selected for its authentic Tuscan form.,,Brassicas,Sow: 4-6 wks before last frost date,Transplant out 2-4 wks before last frost ,Planting Depth: ¼-½”,Days to Germ: 5-14 @ Soil Temp: 55-75F,Spacing after Thinning: 12-18”,Light: full to partial sun,"Hardy Biennial, gets sweeter after frost.",55-60 Days,Brassica oleracea var. viridis,
SMA-BO,RADICCHIO,,Botteniga,An excellent Tardivo variety with long ,slender burgundy leaves & pure white mid-ribs.,,Greens,Sow: late June    Transplant: mid-July,Planting Depth: ¼”,Days to Germinate: 5-12 @ Soil Temp: 55-80F,Spacing after Thinning: 8-12”,Light: Part to full sun,Harvest after frost; dig and force indoors,See website for detailed growing instructions,80-90 Days,Cichorium intybus,Treviso Tardivo
SMA-SA,RADICCHIO,,Sangria,An extra early maturing variety to bring in,the first Treviso-type harvests of the season.,,Greens,Sow: late June    Transplant: mid-July,Planting Depth: ¼”,Days to Germinate: 5-12 @ Soil Temp: 55-80F,Spacing after Thinning: 8-12”,Light: Part to full sun,Field harvest; no need to force indoors,See website for detailed growing instructions,65-70 Days,Cichorium intybus,Treviso Tardivo
PEP-SU,PEPPER,SWEET PEPPER,Surmeli,Turkish variety w/ very long slender ,fruit & sweet flavor. Harvest green or red.,,Eggplant & Pepper,,,,,,,,85-90 Days,Capsicum spp.,
PEP-RM,"PEPPER, SWEET",SWEET PEPPER,Ros de Mallorca,"Very long, thick walled,",sweet-fruited variety from Spain.,,Eggplant & Pepper,,,,,,,,90-100 Days,Capsicum spp.,
TOM-TA,TOMATO,OXHEART TOMATO,Taiga,"Stunning 'oxheart' type, green fruits ",marbled with red and bronze. Indet.,,Tomato,,,,,,,,75-80 Days,Solanum lycopersicum,
TOM-CL,TOMATO,SLICER TOMATO,Captain Lucky,Flavorful bicolor green and red beefsteak ,fruits on strong productive vines. Indet.,,Tomato,,,,,,,,80 Days,Solanum lycopersicum,
TOM-SB,TOMATO,SLICER TOMATO,Sandburg,Creamy yellow beefsteak fruits with, red highlights. Superb flavor. Indet,,Tomato,,,,,,,,85 Days,Solanum lycopersicum,
TOM-MS,TOMATO,OXHEART TOMATO,Midnight Sun,"Show-stopping yellow 'oxheart"" type ",streaked with red. So sweet! Indet.,,Tomato,,,,,,,,80 Days,Solanum lycopersicum,
FOC-BE,FOUR O'CLOCKS,,Beddu,Hot fuchsia blooms on big bushy ,plants perfume the evening garden.,,Flower,Sow: indoors 4-6 weeks before last frost date,Transplant (or direct sow) when soil temps are 65F,Planting Depth: ¼ ”,Days to Germinate: 7-10 @ Soil Temp:  65-75F,"Spacing after Thinning: 24”, 3’x3’ plant.  ",Light: full sun,Will self sow. Tubers may be dug for storage. ,80 Days,Mirabilis jalapa,
NIC-BQ,NICOTIANA,,Bronze Queen,Plum colored pendulous blooms in profusion,on long stems. Excellent cuts!,,Flower,Sow: 6-8 weeks before last frost,Transplant out after danger of frost,Planting Depth: ⅛”,Days to Germ: 7-14 @ Soil Temp: 70-85F,Spacing after thinning: 12” (3-4’ plant),Light: full to part sun,Notes: cover seed lightly. Will self sow.,80 Days,Nicotiana langsdorffii,
SQU-SR,WINTER SQUASH,,Lower Salmon River,Very long-storing med/large fruits with,"salmon skin & thick, sweet flesh.",,Squash,Sow: 4 weeks before last frost,Transplant out after last frost,Planting Depth: 1”,Days to Germinate: 3-10 @ Soil Temp: 65-80F,Spacing after Thinning: 2-3’  ,Light: full sun    Fertility: moderate,"Notes: store in cool, dry location after curing",90 Days,Cucurbita maxima,
HER-VE,CHERVIL,,Vertissimo,Delicate fernlike leaves with a bright anise-y ,flavor. Component of French “fines herbes” mix.,,Herb,Direct Sow or Transplant:  Spring – late Summer,Planting Depth: ¼-½”,Days to Germiate: 7-14 @ Soil Temp: 55-75°F,"Spacing after Thinning: 4-6""",Light: Full sun to part shade   Fertility: Moderate,Easy to grow. Good regrowth after cutting.,,60 Days,Anthriscus cerefolium,
BEA-GR,BEAN,BUSH SNAP BEAN,Gold Rush,"Bountiful harvests of slender, crisp",yellow wax beans.,,Bean & Pulse,Sow: after last frost date when soil has warmed,Direct seed,Planting Depth: 1”,Days to Germinate: 5-10 @ Soil Temp: 60-90F,Spacing after Thinning: 2-3”,Light: full to partial sun,Notes: plant every 3 wks for continued harvest,55 Days,Phaseolus vulgaris,
SMA-YS,RADICCHIO,,Yellowstone,(Giallo di Verona type) Yellow version ,of classic Verona. Small compact heads.,,Greens,,,,,,,,100-110 Days,Cichorium intybus,Giallo di Verona
SMA-GA,RADICCHIO,,Gaia,(Rosso di Verona type) Small egg-shaped ,burgundy heads with white midribs.,,Greens,,,,,,,,110 Days,Cichorium intybus,Giallo di Verona
SMA-JO,RADICCHIO,,Jolanda,"(Rosa del Veneto type) New, early coloring ",pink heading variety. Gorgeous color.,,Greens,,,,,,,,100-120 Days,Cichorium intybus,Rosa del Veneto
SMA-SE,RADICCHIO,,Serena,(Pan di Zucchero) 'Sugarloaf' type ,"w/ big, tall romaine-like green heads.",,Greens,,,,,,,,100 Days,Cichorium intybus,Pan di Zucchero
SMA-MR,"CABBAGE, WINTER",,Verza Marinanta,Green lighty savoyed heads with ,blanched buttery-tender interiors.,,Brassicas,Sow: late June,Direct sow or transplant 3-4 week starts,Planting Depth: ¼-½” ,Days to Germinate: 5-14 @ Soil Temp: 55-75F,Spacing after Thinning: 18”,Light: full to partial sun,Notes: Very hardy. Harvest in December.,120 Days,Brassica oleracea,
SNA-OW,SNAPDRAGON,,Orange Wonder,Long stems with multi-color blooms ,from salmon through orange to yellow.,,Flower,Sow: surface sow 8-10 wks before last frost,Transplant after danger of frost,Planting Depth: Surface ,Days to Germinate: 7-14 @ Soil Temp: 70-75F,Spacing after Thinning: 9-12”,Light: full to part sun,Pinch back when 4-5” to encourage branching,95-120 Days,Antirrhinum spp.,
STB-AW,STRAWBERRY,,Alpine White,Mini everbearing alpine type,"w/incredibly flavorful, creamy white fruit.",,Misc,Sow: Indoor 8-10 weeks before last frost,Transplant sturdy seedlings in spring ,Planting Depth: lightly covered,Days to Germinate: 7-21 @ Soil Temp: 65-75F,"Spacing after Thinning: 9-12""",Light: full to part sun,Plant early for 1st yr fruit. Everbearing perennial.,Short-Lived Perennial,Fragaria vesca,
TOM-KK,TOMATO,SLICER TOMATO,Kurtovo Konare,Flawless pink Bulgarian beefsteak,w/ large fruits & rich flavor.,,Tomato,,,,,,,,85 Days,Solanum lycopersicum,
BEA-KM,BEAN,POLE DRY BEAN,Kaimame,Aka 'Shell bean' from Hokkaido.,Plump beans suitable for slow cooking.,,Bean & Pulse,Sow: after last frost date when soil has warmed,Direct seed,Planting Depth: 1”,Days to Germinate: 5-10 @ Soil Temp: 60-90F,Spacing after Thinning: 2-3”,Light: full to partial sun,Notes: let pods dry on plant before harvest,90 Days,Phaseolus vulgaris,
COS-CW,COSMOS,,Cupcake White,"Pure white blooms w/ a pleated, ",fused single petal all the way 'round.,,Flower,,,,,,,,75-90 Days,Cosmos bipinnatus,
SWP-PO,SWEET PEA,,Prince of Orange,Rare orange/pink grandiflora,type with exquisite scent.,,Flower,,,,,,,,80 Days,Lathyrus odoratus,
ZIN-IS,ZINNIA,,Isabellina,Large and elegant creamy singles,and semi doubles on strong stems.,,Flower,,,,,,,,75-80 Days,Zinnia elegans,
HER-GP,"BASIL, GREEK",,Greco a Palla,Beautiful globe type w/ miniature leaves.,Great flavor & very ornamental.,,Herb,Sow: 4-6 wks before last frost or direct sow,Transplant/direct sow after last frost,Planting Depth: ¼”-½“,Days to Germ: 7-14 @ Soil Temp: 70-90F,Spacing after Thinning: 8-12” ,Light: full sun,Pinch off flower heads to keep productive.,50-60 Days,Ocimum basilicum,
